ID,Filename,Learner ID,Level,Date,Gender,Age,L1,Other L1,Prompt,Subcorpus
328,328.txt,1046,BA 3,01/05/2019,,,Arabic,Hebrew,10,ArCC
329,329.txt,1046,BA 3,29/05/2019,,,Arabic,Hebrew,12,ArCC
330,330.txt,1046,BA 3,22/05/2019,,,Arabic,Hebrew,13,ArCC
331,331.txt,1046,BA 3,12/06/2019,,,Arabic,Hebrew,14,ArCC
332,332.txt,1046,BA 3,2019,,,Arabic,Hebrew,16,ArCC
333,333.txt,1047,BA 3,13/03/2019,,,Arabic,Hebrew,1,ArCC
334,334.txt,1047,BA 3,06/03/2019,,,Arabic,Hebrew,6,ArCC
335,335.txt,1047,BA 3,27/03/2019,,,Arabic,Hebrew,7,ArCC
336,336.txt,1047,BA 3,20/03/2019,,,Arabic,Hebrew,8,ArCC
337,337.txt,1047,BA 3,12/06/2019,,,Arabic,Hebrew,14,ArCC
338,338.txt,1048,BA 3,27/03/2019,,,Arabic,Hebrew,7,ArCC
339,339.txt,1048,BA 3,01/05/2019,,,Arabic,Hebrew,10,ArCC
340,340.txt,1048,BA 3,22/05/2019,,,Arabic,Hebrew,13,ArCC
341,341.txt,1048,BA 3,12/06/2019,,,Arabic,Hebrew,14,ArCC
342,342.txt,1049,BA 3,06/03/2019,,,Arabic,Hebrew,6,ArCC
343,343.txt,1049,BA 3,27/03/2019,,,Arabic,Hebrew,7,ArCC
344,344.txt,1049,BA 3,20/03/2019,,,Arabic,Hebrew,8,ArCC
345,345.txt,1049,BA 3,01/05/2019,,,Arabic,Hebrew,10,ArCC
346,346.txt,1049,BA 3,29/05/2019,,,Arabic,Hebrew,12,ArCC
347,347.txt,1050,BA 3,13/03/2019,,,Arabic,Hebrew,1,ArCC
348,348.txt,1050,BA 3,06/03/2019,,,Arabic,Hebrew,6,ArCC
349,349.txt,1050,BA 3,27/03/2019,,,Arabic,Hebrew,7,ArCC
350,350.txt,1050,BA 3,01/05/2019,,,Arabic,Hebrew,10,ArCC
351,351.txt,1050,BA 3,29/05/2019,,,Arabic,Hebrew,12,ArCC
352,352.txt,1050,BA 3,22/05/2019,,,Arabic,Hebrew,13,ArCC
353,353.txt,1050,BA 3,12/06/2019,,,Arabic,Hebrew,14,ArCC
354,354.txt,1050,BA 3,2019,,,Arabic,Hebrew,16,ArCC
355,355.txt,1051,BA 3,13/03/2019,,,Arabic,Hebrew,1,ArCC
356,356.txt,1051,BA 3,06/03/2019,,,Arabic,Hebrew,6,ArCC
357,357.txt,1051,BA 3,27/03/2019,,,Arabic,Hebrew,7,ArCC
358,358.txt,1051,BA 3,22/05/2019,,,Arabic,Hebrew,13,ArCC
359,359.txt,1051,BA 3,12/06/2019,,,Arabic,Hebrew,14,ArCC
360,360.txt,1051,BA 3,2019,,,Arabic,Hebrew,16,ArCC
361,361.txt,1052,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
362,362.txt,1052,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
363,363.txt,1052,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
364,364.txt,1052,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
365,365.txt,1053,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
366,366.txt,1053,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
367,367.txt,1053,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
368,368.txt,1053,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
369,369.txt,1054,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
370,370.txt,1054,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
371,371.txt,1054,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
372,372.txt,1054,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
373,373.txt,1055,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
374,374.txt,1055,BA 1,18/11/2018,,,Arabic,Hebrew,18,ArCC
375,375.txt,1055,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
376,376.txt,1055,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
377,377.txt,1056,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
378,378.txt,1056,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
379,379.txt,1057,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
380,380.txt,1057,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
381,381.txt,1057,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
382,382.txt,1057,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
383,383.txt,1058,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
384,384.txt,1058,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
385,385.txt,1058,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
386,386.txt,1058,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
387,387.txt,1059,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
388,388.txt,1059,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
389,389.txt,1059,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
390,390.txt,1059,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
391,391.txt,1060,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
392,392.txt,1060,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
393,393.txt,1074,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
394,394.txt,1074,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
395,395.txt,1074,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
396,396.txt,1074,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
397,397.txt,1061,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
398,398.txt,1061,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
399,399.txt,1061,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
400,400.txt,1061,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
401,401.txt,1062,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
402,402.txt,1062,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
403,403.txt,1062,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
404,404.txt,1062,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
405,405.txt,1063,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
406,406.txt,1063,BA 1,18/11/2018,,,Arabic,Hebrew,18,ArCC
407,407.txt,1063,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
408,408.txt,1063,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
409,409.txt,1064,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
410,410.txt,1064,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
411,411.txt,1064,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
412,412.txt,1064,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
413,413.txt,1065,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
414,414.txt,1065,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
415,415.txt,1065,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
416,416.txt,1065,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
417,417.txt,1066,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
418,418.txt,1066,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
419,419.txt,1066,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
420,420.txt,1066,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
421,421.txt,1067,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
422,422.txt,1067,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
423,423.txt,1067,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
424,424.txt,1068,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
425,425.txt,1068,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
426,426.txt,1068,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
427,427.txt,1068,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
428,428.txt,1049,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
429,429.txt,1049,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
430,430.txt,1049,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
431,431.txt,1069,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
432,432.txt,1069,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
433,433.txt,1070,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
434,434.txt,1070,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
435,435.txt,1070,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
436,436.txt,1071,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
437,437.txt,1071,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
438,438.txt,1071,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
439,439.txt,1071,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
440,440.txt,1072,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
441,441.txt,1072,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
442,442.txt,1072,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
443,443.txt,1072,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
444,444.txt,1073,BA 1,27/10/2018,,,Arabic,Hebrew,17,ArCC
445,445.txt,1073,BA 1,17/11/2018,,,Arabic,Hebrew,18,ArCC
446,446.txt,1073,BA 1,09/12/2018,,,Arabic,Hebrew,19,ArCC
447,447.txt,1073,BA 1,18/01/2019,,,Arabic,Hebrew,20,ArCC
448,448.txt,1038,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
449,449.txt,1028,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
450,450.txt,1032,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
451,451.txt,1075,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
452,452.txt,1076,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
453,453.txt,1022,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
454,454.txt,1043,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
455,455.txt,1027,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
456,456.txt,1077,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
457,457.txt,1045,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
458,458.txt,1078,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
459,459.txt,1046,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
460,460.txt,1029,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
461,461.txt,1079,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
462,462.txt,1030,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
463,463.txt,1023,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
464,464.txt,1080,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
465,465.txt,1036,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
466,466.txt,1081,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
467,467.txt,1089,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
468,468.txt,1082,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
469,469.txt,1024,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
470,470.txt,1025,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
471,471.txt,1083,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
472,472.txt,1084,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
473,473.txt,1085,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
474,474.txt,1035,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
475,475.txt,1051,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
476,476.txt,1086,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
477,477.txt,1087,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
478,478.txt,1088,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
479,479.txt,1050,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
480,480.txt,1040,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
481,481.txt,1041,BA 0,22/06/2016,,,Arabic,Hebrew,21,ArCC
482,482.txt,1032,BA 2,2017,,,Arabic,Hebrew,22,ArCC
483,483.txt,1023,BA 2,2017,,,Arabic,Hebrew,22,ArCC
484,484.txt,1048,BA 2,2017,,,Arabic,Hebrew,22,ArCC
485,485.txt,1090,BA 2,2017,,,Arabic,Hebrew,22,ArCC
486,486.txt,1091,BA 2,2017,,,Arabic,Hebrew,22,ArCC
487,487.txt,1045,BA 2,2017,,,Arabic,Hebrew,22,ArCC
488,488.txt,1024,BA 2,2017,,,Arabic,Hebrew,22,ArCC
489,489.txt,1092,BA 2,2017,,,Arabic,Hebrew,22,ArCC
490,490.txt,1093,BA 2,2017,,,Arabic,Hebrew,22,ArCC
491,491.txt,1027,BA 2,2017,,,Arabic,Hebrew,22,ArCC
492,492.txt,1034,BA 2,2017,,,Arabic,Hebrew,22,ArCC
493,493.txt,1089,BA 2,2017,,,Arabic,Hebrew,22,ArCC
494,494.txt,1084,BA 2,2017,,,Arabic,Hebrew,22,ArCC
495,495.txt,1036,BA 2,2017,,,Arabic,Hebrew,22,ArCC
496,496.txt,1041,BA 2,2017,,,Arabic,Hebrew,22,ArCC
497,497.txt,1094,BA 2,2017,,,Arabic,Hebrew,22,ArCC
498,498.txt,1095,BA 2,2017,,,Arabic,Hebrew,22,ArCC
499,499.txt,1096,BA 2,2017,,,Arabic,Hebrew,22,ArCC
500,500.txt,1042,BA 2,2017,,,Arabic,Hebrew,22,ArCC
501,501.txt,1050,BA 2,2017,,,Arabic,Hebrew,22,ArCC
502,502.txt,1046,BA 2,2017,,,Arabic,Hebrew,22,ArCC
503,503.txt,1097,BA 2,2017,,,Arabic,Hebrew,22,ArCC
504,504.txt,1040,BA 2,2017,,,Arabic,Hebrew,22,ArCC
505,505.txt,1022,BA 2,2017,,,Arabic,Hebrew,22,ArCC
506,506.txt,1079,BA 2,2017,,,Arabic,Hebrew,22,ArCC
507,507.txt,1029,BA 2,2017,,,Arabic,Hebrew,22,ArCC
508,508.txt,1080,BA 2,2017,,,Arabic,Hebrew,22,ArCC
509,509.txt,1051,BA 2,2017,,,Arabic,Hebrew,22,ArCC
510,510.txt,1098,BA 2,2017,,,Arabic,Hebrew,22,ArCC
511,511.txt,1033,BA 2,2017,,,Arabic,Hebrew,22,ArCC
512,512.txt,1035,BA 2,2017,,,Arabic,Hebrew,22,ArCC
513,513.txt,1044,BA 2,2017,,,Arabic,Hebrew,22,ArCC
514,514.txt,1075,BA 2,2017,,,Arabic,Hebrew,22,ArCC
515,515.txt,1025,BA 2,2017,,,Arabic,Hebrew,22,ArCC
516,516.txt,1083,BA 2,2017,,,Arabic,Hebrew,22,ArCC
517,517.txt,1030,BA 2,2017,,,Arabic,Hebrew,22,ArCC
518,518.txt,1028,BA 2,2017,,,Arabic,Hebrew,22,ArCC
519,519.txt,1043,BA 2,2017,,,Arabic,Hebrew,22,ArCC
520,520.txt,1038,BA 2,2017,,,Arabic,Hebrew,22,ArCC
521,521.txt,1099,BA 2,2019,,,Arabic,Hebrew,23,ArCC
522,522.txt,1100,BA 2,2019,,,Arabic,Hebrew,23,ArCC
523,523.txt,1090,BA 2,2019,,,Arabic,Hebrew,23,ArCC
524,524.txt,1101,BA 2,2019,,,Arabic,Hebrew,23,ArCC
525,525.txt,1102,BA 2,2019,,,Arabic,Hebrew,23,ArCC
526,526.txt,1103,BA 2,2019,,,Arabic,Hebrew,23,ArCC
527,527.txt,1104,BA 2,2019,,,Arabic,Hebrew,23,ArCC
528,528.txt,1123,BA 2,2019,,,Arabic,Hebrew,23,ArCC
529,529.txt,1105,BA 2,2019,,,Arabic,Hebrew,23,ArCC
530,530.txt,1106,BA 2,2019,,,Arabic,Hebrew,23,ArCC
531,531.txt,1107,BA 2,2019,,,Arabic,Hebrew,23,ArCC
532,532.txt,1108,BA 2,2019,,,Arabic,Hebrew,23,ArCC
533,533.txt,1109,BA 2,2019,,,Arabic,Hebrew,23,ArCC
534,534.txt,1110,BA 2,2019,,,Arabic,Hebrew,23,ArCC
535,535.txt,1094,BA 2,2019,,,Arabic,Hebrew,23,ArCC
536,536.txt,1111,BA 2,2019,,,Arabic,Hebrew,23,ArCC
537,537.txt,1112,BA 2,2019,,,Arabic,Hebrew,23,ArCC
538,538.txt,1113,BA 2,2019,,,Arabic,Hebrew,23,ArCC
539,539.txt,1114,BA 2,2019,,,Arabic,Hebrew,23,ArCC
540,540.txt,1115,BA 2,2019,,,Arabic,Hebrew,23,ArCC
541,541.txt,1116,BA 2,2019,,,Arabic,Hebrew,23,ArCC
542,542.txt,1117,BA 2,2019,,,Arabic,Hebrew,23,ArCC
543,543.txt,1083,BA 2,2019,,,Arabic,Hebrew,23,ArCC
544,544.txt,1118,BA 2,2019,,,Arabic,Hebrew,23,ArCC
545,545.txt,1119,BA 2,2019,,,Arabic,Hebrew,23,ArCC
546,546.txt,1120,BA 2,2019,,,Arabic,Hebrew,23,ArCC
547,547.txt,1121,BA 2,2019,,,Arabic,Hebrew,23,ArCC
548,548.txt,1122,BA 2,2019,,,Arabic,Hebrew,23,ArCC
549,549.txt,1032,BA 2,2017,,,Arabic,Hebrew,24,ArCC
550,550.txt,1023,BA 2,2017,,,Arabic,Hebrew,24,ArCC
551,551.txt,1048,BA 2,2017,,,Arabic,Hebrew,24,ArCC
552,552.txt,1090,BA 2,2017,,,Arabic,Hebrew,24,ArCC
553,553.txt,1091,BA 2,2017,,,Arabic,Hebrew,24,ArCC
554,554.txt,1045,BA 2,2017,,,Arabic,Hebrew,24,ArCC
555,555.txt,1024,BA 2,2017,,,Arabic,Hebrew,24,ArCC
556,556.txt,1092,BA 2,2017,,,Arabic,Hebrew,24,ArCC
557,557.txt,1093,BA 2,2017,,,Arabic,Hebrew,24,ArCC
558,558.txt,1027,BA 2,2017,,,Arabic,Hebrew,24,ArCC
559,559.txt,1034,BA 2,2017,,,Arabic,Hebrew,24,ArCC
560,560.txt,1089,BA 2,2017,,,Arabic,Hebrew,24,ArCC
561,561.txt,1084,BA 2,2017,,,Arabic,Hebrew,24,ArCC
562,562.txt,1124,BA 2,2017,,,Arabic,Hebrew,24,ArCC
563,563.txt,1036,BA 2,2017,,,Arabic,Hebrew,24,ArCC
564,564.txt,1041,BA 2,2017,,,Arabic,Hebrew,24,ArCC
565,565.txt,1094,BA 2,2017,,,Arabic,Hebrew,24,ArCC
566,566.txt,1095,BA 2,2017,,,Arabic,Hebrew,24,ArCC
567,567.txt,1096,BA 2,2017,,,Arabic,Hebrew,24,ArCC
568,568.txt,1050,BA 2,2017,,,Arabic,Hebrew,24,ArCC
569,569.txt,1046,BA 2,2017,,,Arabic,Hebrew,24,ArCC
570,570.txt,1040,BA 2,2017,,,Arabic,Hebrew,24,ArCC
571,571.txt,1022,BA 2,2017,,,Arabic,Hebrew,24,ArCC
572,572.txt,1037,BA 2,2017,,,Arabic,Hebrew,24,ArCC
573,573.txt,1079,BA 2,2017,,,Arabic,Hebrew,24,ArCC
574,574.txt,1029,BA 2,2017,,,Arabic,Hebrew,24,ArCC
575,575.txt,1080,BA 2,2017,,,Arabic,Hebrew,24,ArCC
576,576.txt,1051,BA 2,2017,,,Arabic,Hebrew,24,ArCC
577,577.txt,1098,BA 2,2017,,,Arabic,Hebrew,24,ArCC
578,578.txt,1033,BA 2,2017,,,Arabic,Hebrew,24,ArCC
579,579.txt,1035,BA 2,2017,,,Arabic,Hebrew,24,ArCC
580,580.txt,1044,BA 2,2017,,,Arabic,Hebrew,24,ArCC
581,581.txt,1031,BA 2,2017,,,Arabic,Hebrew,24,ArCC
582,582.txt,1075,BA 2,2017,,,Arabic,Hebrew,24,ArCC
583,583.txt,1025,BA 2,2017,,,Arabic,Hebrew,24,ArCC
584,584.txt,1083,BA 2,2017,,,Arabic,Hebrew,24,ArCC
585,585.txt,1020,BA 2,2017,,,Arabic,Hebrew,24,ArCC
586,586.txt,1030,BA 2,2017,,,Arabic,Hebrew,24,ArCC
587,587.txt,1028,BA 2,2017,,,Arabic,Hebrew,24,ArCC
588,588.txt,1043,BA 2,2017,,,Arabic,Hebrew,24,ArCC
589,589.txt,1038,BA 2,2017,,,Arabic,Hebrew,24,ArCC
590,590.txt,1101,BA 1,2018,,,Arabic,Hebrew,25,ArCC
591,591.txt,1102,BA 1,2018,,,Arabic,Hebrew,25,ArCC
592,592.txt,1103,BA 1,2018,,,Arabic,Hebrew,25,ArCC
593,593.txt,1105,BA 1,2018,,,Arabic,Hebrew,25,ArCC
594,594.txt,1107,BA 1,2018,,,Arabic,Hebrew,25,ArCC
595,595.txt,1111,BA 1,2018,,,Arabic,Hebrew,25,ArCC
596,596.txt,1112,BA 1,2018,,,Arabic,Hebrew,25,ArCC
597,597.txt,1049,BA 1,2018,,,Arabic,Hebrew,25,ArCC
598,598.txt,1116,BA 1,2018,,,Arabic,Hebrew,25,ArCC
599,599.txt,1118,BA 1,2018,,,Arabic,Hebrew,25,ArCC
600,600.txt,1072,BA 1,2018,,,Arabic,Hebrew,25,ArCC
601,601.txt,1121,BA 1,2018,,,Arabic,Hebrew,25,ArCC
602,602.txt,1099,BA 1,2018,,,Arabic,Hebrew,25,ArCC
603,603.txt,1100,BA 1,2018,,,Arabic,Hebrew,25,ArCC
604,604.txt,1104,BA 1,2018,,,Arabic,Hebrew,25,ArCC
605,605.txt,1123,BA 1,2018,,,Arabic,Hebrew,25,ArCC
606,606.txt,1123,BA 1,2018,,,Arabic,Hebrew,25,ArCC
607,607.txt,1108,BA 1,2018,,,Arabic,Hebrew,25,ArCC
608,608.txt,1109,BA 1,2018,,,Arabic,Hebrew,25,ArCC
609,609.txt,1110,BA 1,2018,,,Arabic,Hebrew,25,ArCC
610,610.txt,1114,BA 1,2018,,,Arabic,Hebrew,25,ArCC
611,611.txt,1115,BA 1,2018,,,Arabic,Hebrew,25,ArCC
612,612.txt,1125,BA 1,2018,,,Arabic,Hebrew,25,ArCC
613,613.txt,1119,BA 1,2018,,,Arabic,Hebrew,25,ArCC
614,614.txt,1120,BA 1,2018,,,Arabic,Hebrew,25,ArCC
615,615.txt,1122,BA 1,2018,,,Arabic,Hebrew,25,ArCC
616,616.txt,1052,BA 1,2019,,,Arabic,Hebrew,25,ArCC
617,617.txt,1053,BA 1,2019,,,Arabic,Hebrew,25,ArCC
618,618.txt,1054,BA 1,2019,,,Arabic,Hebrew,25,ArCC
619,619.txt,1055,BA 1,2019,,,Arabic,Hebrew,25,ArCC
620,620.txt,1056,BA 1,2019,,,Arabic,Hebrew,25,ArCC
621,621.txt,1057,BA 1,2019,,,Arabic,Hebrew,25,ArCC
622,622.txt,1058,BA 1,2019,,,Arabic,Hebrew,25,ArCC
623,623.txt,1059,BA 1,2019,,,Arabic,Hebrew,25,ArCC
624,624.txt,1060,BA 1,2019,,,Arabic,Hebrew,25,ArCC
625,625.txt,1074,BA 1,2019,,,Arabic,Hebrew,25,ArCC
626,626.txt,1061,BA 1,2019,,,Arabic,Hebrew,25,ArCC
627,627.txt,1062,BA 1,2019,,,Arabic,Hebrew,25,ArCC
628,628.txt,1063,BA 1,2019,,,Arabic,Hebrew,25,ArCC
629,629.txt,1126,BA 1,2019,,,Arabic,Hebrew,25,ArCC
630,630.txt,1064,BA 1,2019,,,Arabic,Hebrew,25,ArCC
631,631.txt,1065,BA 1,2019,,,Arabic,Hebrew,25,ArCC
632,632.txt,1066,BA 1,2019,,,Arabic,Hebrew,25,ArCC
633,633.txt,1067,BA 1,2019,,,Arabic,Hebrew,25,ArCC
634,634.txt,1068,BA 1,2019,,,Arabic,Hebrew,25,ArCC
635,635.txt,1126,BA 1,2019,,,Arabic,Hebrew,25,ArCC
636,636.txt,1070,BA 1,2019,,,Arabic,Hebrew,25,ArCC
637,637.txt,1071,BA 1,2019,,,Arabic,Hebrew,25,ArCC
638,638.txt,1073,BA 1,2019,,,Arabic,Hebrew,25,ArCC
639,639.txt,1127,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
640,640.txt,1128,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
641,641.txt,1129,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
642,642.txt,1130,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
643,643.txt,1131,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
644,644.txt,1132,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
645,645.txt,1133,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
646,646.txt,1134,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
647,647.txt,1135,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
648,648.txt,1136,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
649,649.txt,1137,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
650,650.txt,1138,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
651,651.txt,1139,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
652,652.txt,1140,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
653,653.txt,1141,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
654,654.txt,1142,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
655,655.txt,1143,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
656,656.txt,1144,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
657,657.txt,1145,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
658,658.txt,1146,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
659,659.txt,1147,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
660,660.txt,1148,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
661,661.txt,1149,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
662,662.txt,1150,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
663,663.txt,1151,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
664,664.txt,1152,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
665,665.txt,1153,HS 9,18/05,,,Arabic,Hebrew,26,ArCC
666,666.txt,1154,HS 10,,,,Arabic,Hebrew,27,ArCC
667,667.txt,1155,HS 10,,,,Arabic,Hebrew,27,ArCC
668,668.txt,1156,HS 10,,,,Arabic,Hebrew,27,ArCC
669,669.txt,1157,HS 10,,,,Arabic,Hebrew,27,ArCC
670,670.txt,1158,HS 10,,,,Arabic,Hebrew,27,ArCC
671,671.txt,1159,HS 10,,,,Arabic,Hebrew,27,ArCC
672,672.txt,1160,HS 10,,,,Arabic,Hebrew,27,ArCC
673,673.txt,1161,HS 10,,,,Arabic,Hebrew,27,ArCC
674,674.txt,1162,HS 10,,,,Arabic,Hebrew,27,ArCC
675,675.txt,1163,HS 10,,,,Arabic,Hebrew,27,ArCC
676,676.txt,1164,HS 10,,,,Arabic,Hebrew,27,ArCC
677,677.txt,1165,HS 10,,,,Arabic,Hebrew,27,ArCC
678,678.txt,1166,HS 10,,,,Arabic,Hebrew,27,ArCC
